Treatment;Year;Month;Day;JDay;Tmin;Tmax
1;2018;11;28;332;-1,66924999999999990;6,54025000000000
1;2018;11;29;333;4,85200000000000031;6,90550000000000
1;2018;11;30;334;5,38400000000000034;13,07125000000000
1;2018;12;1;335;1,80400000000000005;12,72900000000000
1;2018;12;2;336;7,92349999999999977;18,70325000000000
1;2018;12;3;337;9,63124999999999964;18,04675000000000
1;2018;12;4;338;-0,81750000000000000;13,13325000000000
1;2018;12;5;339;-0,82725000000000004;11,37500000000000
1;2018;12;6;340;6,52650000000000041;13,35975000000000
1;2018;12;7;341;5,32650000000000023;14,15675000000000
1;2018;12;8;342;4,68850000000000033;9,47750000000000
1;2018;12;9;343;5,24425000000000008;8,92625000000000
1;2018;12;10;344;2,10199999999999987;9,09750000000000
1;2018;12;11;345;-0,30850000000000000;7,38675000000000
1;2018;12;12;346;-1,73599999999999999;6,40000000000000
1;2018;12;13;347;-4,39425000000000043;10,95275000000000
1;2018;12;14;348;-0,41249999999999998;2,51625000000000
1;2018;12;15;349;-1,40874999999999995;0,70075000000000
1;2018;12;16;350;-1,94350000000000001;2,05075000000000
1;2018;12;17;351;-0,49825000000000003;10,03750000000000
1;2018;12;18;352;1,98799999999999999;11,98000000000000
1;2018;12;19;353;3,57649999999999979;16,57575000000000
1;2018;12;20;354;4,02475000000000005;13,73300000000000
1;2018;12;21;355;6,51374999999999993;15,05275000000000
1;2018;12;22;356;5,87225000000000019;12,86050000000000
1;2018;12;23;357;4,45099999999999962;10,36575000000000
1;2018;12;24;358;-2,99725000000000019;9,20400000000000
1;2018;12;25;359;-3,78925000000000001;8,73525000000000
1;2018;12;26;360;-6,11875000000000036;11,79800000000000
1;2018;12;27;361;-1,77150000000000007;5,23625000000000
1;2018;12;28;362;-4,26074999999999982;17,17700000000000
1;2018;12;29;363;0,75249999999999995;7,85400000000000
1;2018;12;30;364;6,03699999999999992;8,17550000000000
1;2018;12;31;365;7,13625000000000043;8,82875000000000
1;2019;1;1;1;3,22124999999999995;7,35550000000000
1;2019;1;2;2;-0,44500000000000001;6,95775000000000
1;2019;1;3;3;-1,25875000000000004;3,77100000000000
1;2019;1;4;4;1,83450000000000002;3,78550000000000
1;2019;1;5;5;2,35875000000000012;5,53575000000000
1;2019;1;6;6;3,82649999999999979;4,90250000000000
1;2019;1;7;7;3,02800000000000002;6,84075000000000
1;2019;1;8;8;3,62800000000000011;7,27325000000000
1;2019;1;9;9;0,89975000000000005;6,91150000000000
1;2019;1;10;10;-0,36675000000000002;2,13375000000000
1;2019;1;11;11;0,02100000000000000;5,67100000000000
1;2019;1;12;12;4,21375000000000011;6,30600000000000
1;2019;1;13;13;5,52224999999999966;8,10550000000000
1;2019;1;14;14;1,29849999999999999;6,65525000000000
1;2019;1;15;15;0,20749999999999999;7,80625000000000
1;2019;1;16;16;3,28399999999999981;7,55275000000000
1;2019;1;17;17;0,45424999999999999;12,52700000000000
1;2019;1;18;18;-3,08625000000000016;13,57125000000000
1;2019;1;19;19;-5,30175000000000018;6,31400000000000
1;2019;1;20;20;-9,27924999999999933;6,89525000000000
1;2019;1;21;21;-10,71649999999999991;11,00100000000000
1;2019;1;22;22;-7,86575000000000024;2,27025000000000
1;2019;1;23;23;-3,05549999999999988;0,75775000000000
1;2019;1;24;24;-3,75349999999999984;-1,53125000000000
1;2019;1;25;25;-2,93624999999999980;7,25350000000000
1;2019;1;26;26;2,57050000000000001;9,30375000000000
1;2019;1;27;27;1,61200000000000010;10,91575000000000
1;2019;1;28;28;1,17524999999999991;2,85150000000000
1;2019;1;29;29;-2,14999999999999991;8,60175000000000
1;2019;1;30;30;-1,37975000000000003;1,17950000000000
1;2019;1;31;31;-7,69099999999999984;7,39875000000000
1;2019;2;1;32;-2,10274999999999990;11,52175000000000
1;2019;2;2;33;0,15925000000000000;4,59875000000000
1;2019;2;3;34;-2,07374999999999998;4,43000000000000
1;2019;2;4;35;-2,68175000000000008;9,79350000000000
1;2019;2;5;36;0,14699999999999999;7,43000000000000
1;2019;2;6;37;-1,05725000000000002;14,53975000000000
1;2019;2;7;38;3,17750000000000021;12,24575000000000
1;2019;2;8;39;2,87250000000000005;9,97175000000000
1;2019;2;9;40;5,13774999999999959;13,47375000000000
1;2019;2;10;41;3,71550000000000002;10,42100000000000
1;2019;2;11;42;1,20425000000000004;8,12950000000000
1;2019;2;12;43;-0,79225000000000001;9,36475000000000
1;2019;2;13;44;-2,22025000000000006;11,74875000000000
1;2019;2;14;45;-2,22049999999999992;17,06975000000000
1;2019;2;15;46;0,10000000000000001;18,48075000000000
1;2019;2;16;47;0,96074999999999999;19,82925000000000
1;2019;2;17;48;0,49325000000000002;19,14675000000000
1;2019;2;18;49;0,08575000000000001;19,89375000000000
1;2019;2;19;50;1,58699999999999997;16,13750000000000
1;2019;2;20;51;-0,30700000000000000;17,93100000000000
1;2019;2;21;52;-0,05625000000000000;16,14225000000000
1;2019;2;22;53;2,75000000000000000;15,17625000000000
1;2019;2;23;54;1,41025000000000000;12,74300000000000
1;2019;2;24;55;-0,34599999999999997;17,58650000000000
1;2019;2;25;56;-0,97450000000000003;20,60000000000000
1;2019;2;26;57;-0,53100000000000003;25,40050000000000
1;2019;2;27;58;0,96274999999999999;24,87900000000000
1;2019;2;28;59;-0,11824999999999999;18,85775000000000
1;2019;3;1;60;4,79649999999999999;8,94875000000000
1;2019;3;2;61;4,24024999999999963;12,62675000000000
1;2019;3;3;62;6,98925000000000018;12,78275000000000
1;2019;3;4;63;5,23174999999999990;14,76925000000000
1;2019;3;5;64;2,19174999999999986;11,76575000000000
1;2019;3;6;65;4,45274999999999999;14,02400000000000
1;2019;3;7;66;4,97599999999999998;14,94950000000000
1;2019;3;8;67;4,90674999999999972;13,26400000000000
1;2019;3;9;68;5,89200000000000035;14,92725000000000
1;2019;3;10;69;1,96175000000000010;16,01375000000000
1;2019;3;11;70;0,70050000000000001;8,13050000000000
1;2019;3;12;71;0,81025000000000003;10,63300000000000
1;2019;3;13;72;3,46700000000000008;9,88150000000000
1;2019;3;14;73;3,17625000000000002;10,04775000000000
1;2019;3;15;74;5,36749999999999972;13,53875000000000
1;2019;3;16;75;6,98899999999999988;12,41975000000000
1;2019;3;17;76;1,86775000000000002;11,65900000000000
1;2019;3;18;77;-0,86275000000000002;9,32050000000000
1;2019;3;19;78;-4,57225000000000037;15,62775000000000
1;2019;3;20;79;-1,99625000000000008;17,52225000000000
1;2019;3;21;80;-0,33224999999999999;20,14525000000000
1;2019;3;22;81;0,52825000000000000;20,93000000000000
1;2019;3;23;82;3,54174999999999995;11,12625000000000
1;2019;3;24;83;0,81925000000000003;13,72200000000000
1;2019;3;25;84;1,17399999999999993;7,68000000000000
1;2019;3;26;85;4,15650000000000031;10,26350000000000
1;2019;3;27;86;-0,35849999999999999;13,39500000000000
1;2019;3;28;87;-0,02075000000000000;16,55925000000000
1;2019;3;29;88;-0,24199999999999999;19,65400000000000
1;2019;3;30;89;0,59675000000000000;21,62850000000000
1;2019;3;31;90;1,84424999999999994;18,22900000000000
1;2019;4;1;91;-1,81499999999999995;20,47475000000000
1;2019;4;2;92;4,11824999999999974;19,07575000000000
1;2019;4;3;93;4,86075000000000035;10,23625000000000
1;2019;4;4;94;2,01624999999999988;8,58350000000000
1;2019;4;5;95;1,81499999999999995;10,99025000000000
1;2019;4;6;96;6,02725000000000044;18,70500000000000
1;2019;4;7;97;2,59624999999999995;24,31325000000000
1;2019;4;8;98;6,17199999999999971;23,62300000000000
1;2019;4;9;99;7,69149999999999956;17,43550000000000
1;2019;4;10;100;2,36549999999999994;17,13475000000000
1;2019;4;11;101;-2,94349999999999978;14,36975000000000
1;2019;4;12;102;-2,38850000000000007;7,38275000000000
1;2019;4;13;103;-1,46524999999999994;8,29125000000000
1;2019;4;14;104;-1,76550000000000007;13,23425000000000
1;2019;4;15;105;-1,22300000000000009;20,65475000000000
1;2019;4;16;106;1,65274999999999994;21,82675000000000
1;2019;4;17;107;4,93700000000000028;21,42150000000000
1;2019;4;18;108;2,33024999999999993;24,77225000000000
1;2019;4;19;109;2,20199999999999996;28,47000000000000
1;2019;4;20;110;2,41475000000000017;29,66950000000000
1;2019;4;21;111;2,34675000000000011;30,90425000000000
1;2019;4;22;112;3,83174999999999999;28,62225000000000
1;2019;4;23;113;5,08225000000000016;24,16425000000000
1;2019;4;24;114;7,59325000000000028;31,08425000000000
1;2019;4;25;115;5,75075000000000003;24,06450000000000
1;2019;4;26;116;7,92900000000000027;20,23800000000000
1;2019;4;27;117;5,32524999999999959;15,77125000000000
1;2019;4;28;118;1,67674999999999996;17,17825000000000
1;2019;4;29;119;-0,95474999999999999;18,58275000000000
1;2019;4;30;120;8,16050000000000075;22,36075000000000
1;2019;5;1;121;2,45475000000000021;19,67125000000000
1;2019;5;2;122;3,02050000000000018;21,56650000000000
1;2019;5;3;123;5,90674999999999972;16,40275000000000
1;2019;5;4;124;0,26600000000000001;11,59175000000000
1;2019;5;5;125;0,22875000000000001;14,03100000000000
1;2019;5;6;126;2,62975000000000003;13,56325000000000
1;2019;5;7;127;3,19974999999999987;17,04800000000000
1;2019;5;8;128;2,51500000000000012;14,04975000000000
1;2019;5;9;129;6,35850000000000026;18,31175000000000
1;2019;5;10;130;5,15800000000000036;21,21525000000000
1;2019;5;11;131;6,96349999999999980;15,37525000000000
1;2019;5;12;132;2,90775000000000006;21,15350000000000
1;2019;5;13;133;-0,40425000000000000;27,38025000000000
1;2019;5;14;134;0,69150000000000000;24,52250000000000
1;2019;5;15;135;-1,15074999999999994;28,02925000000000
1;2019;5;16;136;1,41250000000000009;28,07200000000000
1;2019;5;17;137;7,32650000000000023;22,41275000000000
1;2019;5;18;138;6,93025000000000002;28,63000000000000
1;2019;5;19;139;10,09725000000000072;28,80675000000000
1;2019;5;20;140;10,58125000000000071;15,36475000000000
1;2019;5;21;141;10,37424999999999997;12,01875000000000
1;2019;5;22;142;7,61425000000000018;27,70650000000000
1;2019;5;23;143;7,21911666666666996;22,15801666666670
1;2019;5;24;144;8,17329333333332997;22,75900000000000
1;2019;5;25;145;7,39410666666667016;18,79013333333330
1;2019;5;26;146;7,76440999999999981;20,80760000000000
1;2019;5;27;147;11,95676666666670052;17,75575000000000
1;2019;5;28;148;9,76505000000000045;15,72881666666670
1;2019;5;29;149;7,41113333333333024;19,74601666666670
1;2019;5;30;150;7,91941000000000006;19,07006666666670
1;2019;5;31;151;10,29480000000000040;22,36210000000000
1;2019;6;1;152;8,71028833333332919;27,31383333333330
1;2019;6;2;153;13,05335000000000001;29,89666666666670
1;2019;6;3;154;16,23371666666670166;26,27651666666670
1;2019;6;4;155;12,83526666666669946;27,85423333333330
1;2019;6;5;156;15,89088333333329928;27,97316666666670
2;2018;6;6;157;10,45488333333329933;28,44935000000000
2;2018;6;7;158;16,17530000000000001;25,97011666666670
2;2018;6;8;159;16,26719999999999899;21,96106666666670
2;2018;6;9;160;18,28219999999999956;25,52418333333330
2;2018;6;10;161;16,98920000000000030;23,72625000000000
2;2018;6;11;162;15,49993333333329915;21,56520000000000
2;2018;6;12;163;13,98515000000000086;16,85838333333330
2;2018;6;13;164;7,88678833333332996;16,65348333333330
2;2018;6;14;165;5,56874999999999964;20,76405000000000
2;2018;6;15;166;14,32751666666669976;22,49458333333330
2;2018;6;16;167;11,24638333333330031;24,18570000000000
2;2018;6;17;168;12,43278333333329932;20,13155000000000
2;2018;6;18;169;14,64114999999999966;21,24286666666670
2;2018;6;19;170;11,98306666666669962;21,70110000000000
2;2018;6;20;171;16,85098333333329990;28,26726666666670
2;2018;6;21;172;9,97072333333333027;19,42386666666670
2;2018;6;22;173;8,96877166666667058;16,03411666666670
2;2018;6;23;174;8,89102166666667060;17,29975000000000
2;2018;6;24;175;10,18229999999999968;18,63313333333330
2;2018;6;25;176;12,06828333333329972;19,99891666666670
2;2018;6;26;177;11,84251666666670033;21,78665000000000
2;2018;6;27;178;7,10926499999999972;25,37793333333330
2;2018;6;28;179;7,52170999999999967;26,67671666666670
2;2018;6;29;180;15,10208333333330089;28,27915000000000
2;2018;6;30;181;11,18074999999999974;28,06280000000000
2;2018;7;1;182;13,26720000000000077;25,85536666666670
2;2018;7;2;183;9,11956499999999970;27,36178333333330
2;2018;7;3;184;7,99642666666666013;29,24918333333330
2;2018;7;4;185;13,79278333333330053;25,78480000000000
2;2018;7;5;186;14,57469999999999999;24,75738333333330
2;2018;7;6;187;14,86711666666669984;24,51333333333330
2;2018;7;7;188;12,05563333333330078;25,71830000000000
2;2018;7;8;189;11,28325000000000067;24,86978333333330
2;2018;7;9;190;14,11441666666670081;23,19076666666670
2;2018;7;10;191;12,70795000000000030;17,63920000000000
2;2018;7;11;192;11,69839999999999947;21,80831666666670
2;2018;7;12;193;15,49610000000000021;25,13546666666670
2;2018;7;13;194;14,49039999999999928;26,54696666666670
2;2018;7;14;195;12,42826666666669944;26,99801666666670
2;2018;7;15;196;10,25301666666669931;28,07455000000000
2;2018;7;16;197;10,44319999999999915;29,33705000000000
2;2018;7;17;198;13,47201666666670050;27,91951666666670
2;2018;7;18;199;10,74078333333329915;25,68461666666670
2;2018;7;19;200;10,22964499999999965;27,85040000000000
2;2018;7;20;201;11,66564999999999941;28,45015000000000
2;2018;7;21;202;14,74453333333329930;26,62178333333330
2;2018;7;22;203;17,29885000000000161;26,94048333333330
2;2018;7;23;204;13,50031666666670027;27,40020000000000
2;2018;7;24;205;13,28968333333330065;30,88836666666670
2;2018;7;25;206;15,40113333333330026;30,88708333333330
2;2018;7;26;207;16,75251666666670047;31,15411666666670
2;2018;7;27;208;15,53416666666669954;31,16078333333330
2;2018;7;28;209;19,77653333333330110;27,54281666666670
2;2018;7;29;210;14,67040000000000077;28,96646666666670
2;2018;7;30;211;15,27906666666670077;29,91801666666670
2;2018;7;31;212;15,59416666666670004;32,11459391578100
2;2018;8;1;213;17,35460000000000136;25,57095000000000
2;2018;8;2;214;13,62828333333330022;29,26826666666670
2;2018;8;3;215;16,66328333333330036;32,06795000000000
2;2018;8;4;216;21,35354999999999848;31,81105000000000
2;2018;8;5;217;16,06269999999999953;27,42641666666670
2;2018;8;6;218;11,66658333333329978;29,38775000000000
2;2018;8;7;219;13,87286666666670065;31,58451666666670
2;2018;8;8;220;17,48614999999999853;25,71056666666670
2;2018;8;9;221;14,73621666666669938;28,22516666666670
2;2018;8;10;222;10,51707166666670012;22,46701666666670
2;2018;8;11;223;10,81131666666670021;22,28551666666670
2;2018;8;12;224;8,35253999999999941;26,91403333333330
2;2018;8;13;225;12,64160000000000039;22,26508333333330
2;2018;8;14;226;15,77833333333330046;22,30410000000000
2;2018;8;15;227;15,59556666666670033;23,32378333333330
2;2018;8;16;228;11,41616666666669921;29,75378333333330
2;2018;8;17;229;12,18226666666670077;21,18236666666670
2;2018;8;18;230;9,36737166666665999;25,42561666666670
2;2018;8;19;231;10,61725000000000030;28,07966666666670
2;2018;8;20;232;15,48811666666670028;22,79540000000000
2;2018;8;21;233;16,71606666666669838;26,61443333333330
2;2018;8;22;234;12,14325000000000010;29,41351666666670
2;2018;8;23;235;13,40271666666670036;28,36796666666670
2;2018;8;24;236;13,84661666666669966;19,94116666666670
2;2018;8;25;237;9,63967500000000044;17,11820000000000
2;2018;8;26;238;4,27594000000000030;20,42418333333330
2;2018;8;27;239;12,48644999999999960;22,61140000000000
2;2018;8;28;240;12,55508333333330029;24,11715000000000
2;2018;8;29;241;10,23704999999999998;26,35516666666670
2;2018;8;30;242;11,91656666666670006;19,66425000000000
2;2018;8;31;243;9,02614499999999964;20,12988333333330
2;2018;9;1;244;3,41136166666665996;20,23188333333330
2;2018;9;2;245;3,90266000000000002;20,82366666666670
2;2018;9;3;246;14,86405000000000065;20,77216666666670
2;2018;9;4;247;14,90031666666670063;26,54656666666670
2;2018;9;5;248;15,53911666666670044;27,23838333333330
2;2018;9;6;249;15,97183333333330069;20,30110000000000
2;2018;9;7;250;11,17231666666670087;17,86126666666670
2;2018;9;8;251;6,28366000000000025;21,97775000000000
2;2018;9;9;252;8,46045833333332986;24,90496666666670
2;2018;9;10;253;12,73678333333329959;23,68415000000000
2;2018;9;11;254;11,21658333333330049;28,00803333333330
2;2018;9;12;255;10,56911666666669980;26,48211666666670
2;2018;9;13;256;13,99093333333330058;16,60396666666670
2;2018;9;14;257;7,31322333333332963;21,00608333333330
2;2018;9;15;258;8,91251500000000085;20,46233333333330
2;2018;9;16;259;6,96450166666666970;24,06445000000000
2;2018;9;17;260;6,61012166666666001;27,41326666666670
2;2018;9;18;261;13,81821666666670012;31,38911666666670
2;2018;9;19;262;12,07551666666670087;27,96168333333330
2;2018;9;20;263;12,23801666666670052;26,99145000000000
2;2018;9;21;264;13,11025000000000063;21,68621666666670
2;2018;9;22;265;10,64786666666669923;17,41931666666670
2;2018;9;23;266;8,52941000000000038;14,08295000000000
2;2018;9;24;267;6,92980999999999980;13,86928333333330
2;2018;9;25;268;1,57175500000000001;15,12783333333330
2;2018;9;26;269;2,40488500000000016;18,73005000000000
2;2018;9;27;270;3,45354333333333008;24,40236666666670
2;2018;9;28;271;4,06707333333334020;12,10891666666670
2;2018;9;29;272;-0,54730550000000400;16,27033333333330
2;2018;9;30;273;-0,00331678333333318;17,19948333333330
2;2018;10;1;274;6,98637166666667042;12,39633333333330
2;2018;10;2;275;6,97475833333333028;13,00080000000000
2;2018;10;3;276;6,53337166666667013;14,75741666666670
2;2018;10;4;277;3,87417333333333014;18,01561666666670
2;2018;10;5;278;5,67495666666667020;21,17633333333330
2;2018;10;6;279;8,58511500000000005;24,83623333333330
2;2018;10;7;280;6,10421000000000014;14,37901666666670
2;2018;10;8;281;2,35868833333333017;16,85198333333330
2;2018;10;9;282;5,48788333333332989;20,73186666666670
2;2018;10;10;283;6,36878333333333035;22,51225000000000
2;2018;10;11;284;10,73883333333330015;21,16131666666670
2;2018;10;12;285;13,72968333333330015;25,20363333333330
2;2018;10;13;286;14,61469999999999914;26,76421666666670
